lastname	firstname	cp_name	tags	pseudonyms
Ringgold	Faith	Faith Ringgold	melanin, pop art, abstract, expressionism,	
Riopelle	Jean-Paul	Jean-Paul Riopelle	abstract, expressionism	
Ríos	Emma	Emma Ríos
Rippl-Rónai	József	József Rippl-Rónai
Rist	Pipilotti	Pipilotti Rist	vibrant, colorful, installation	
Ritts	Herb	Herb Ritts
Rive	Max	Max Rive
Rivera	Diego	Diego Rivera	cubism, impressionism, primitivism	
Rivière	Briton	Briton Rivière	impressionism, romanticism, scene	
ROA ROA	street art, graffiti, monochromatic, detailed	
Robert	Hubert	Hubert Robert	romanticism, landscape, architecture	
Roberts	Danny	Danny Roberts
Roberts	Tom	Tom Roberts	impressionism, landscape, portrait	
Robinson	Andrew	Andrew Robinson	comics, character, portrait	
Robinson	Charles	Charles Robinson	art nouveau, watercolor	
Robinson	Frederick Cayley	Frederick Cayley Robinson
Robinson	Theodore	Theodore Robinson
Robinson	W. Heath	W. Heath Robinson	art nouveau, whimsical, cartoon	
Robison	Joel	Joel Robison
Rocafort	Kenneth	Kenneth Rocafort
Rocha	Andreas	Andreas Rocha	digital, landscape, fantasy, dark	
Rockwell	Norman	Norman Rockwell	realism, scene,	
Roerich	Nicholas	Nicholas Roerich	landscape, art nouveau, symbolism	
Rohlfs	Scott	Scott Rohlfs
Roiland	Justin	Justin Roiland
Rolando	Cyril	Cyril Rolando
Romney	George	George Romney
Rone Rone
Ronner-Knip	Henriëtte	Henriëtte Ronner-Knip	animals, romanticism, still life	
Roosegaarde	Daan	Daan Roosegaarde
Rops	Felicien	Felicien Rops
Rosa	Salvator	Salvator Rosa
Rosanes	Kerby	Kerby Rosanes
Rose	Guy	Guy Rose
Rosenquist	James	James Rosenquist
Roset	Conrad	Conrad Roset	impressionism, watercolor, portrait	
Ross	Alex	Alex Ross
Ross	Bob	Bob Ross	landscape, romanticism, impressionism	
Rossbach	Jean-Sebastien	Jean-Sebastien Rossbach
Rossetti	Dante Gabriel	Dante Gabriel Rossetti	portrait, romanticism	
Rossier	Jessica	Jessica Rossier	space, landscape, digital, dark	
Rotari	Pietro Antonio	Pietro Antonio Rotari
Rotella	Mimmo	Mimmo Rotella
Roth	Ed	Ed Roth	comics, cartoon	
Rothen	Marianna	Marianna Rothen
Rothenstein	Anne	Anne Rothenstein
Rothko	Mark	Mark Rothko	abstract, expressionism,	
Rothschild	Eva	Eva Rothschild
Rouault	Georges	Georges Rouault	fauvism, expressionism	
Roukes	Joram	Joram Roukes
Roulland	Dimitry	Dimitry Roulland
Rousse	Georges	Georges Rousse
Rousseau	Henri	Henri Rousseau	nature, primitivism, impressionism	
Roversi	Paolo	Paolo Roversi	fashion, photography, dark	
Rowland	Jeff	Jeff Rowland
Royo	Luis	Luis Royo	dark, portrait, messy	
Różalski	Jakub	Jakub Różalski	landscape, realism, fantasy, sci-fi	Jakub Rozalski
Ruas	Joao	Joao Ruas	dark, comics, character, fantasy	
Rubell	Jennifer	Jennifer Rubell
Rubens	Peter Paul	Peter Paul Rubens	baroque, renaissance, romanticism,	
Rucka	Greg	Greg Rucka	comics, character,	
Rudolph	Paul	Paul Rudolph
Runge	Philipp Otto	Philipp Otto Runge
Rusinol	Santiago	Santiago Rusinol
Ruskin	John	John Ruskin
Rutkowski	Greg	Greg Rutkowski	digital, landscape, fantasy, dark,	
Ruysch	Rachel	Rachel Ruysch
Ryden	Mark	Mark Ryden	character, whimsical, dark, scene	
Ryder	Albert Pinkham	Albert Pinkham Ryder
Saarinen	Eero	Eero Saarinen	architecture, 	
Saeki	Toshio	Toshio Saeki
Saenredam	Jan Pietersz	Jan Pietersz Saenredam	renaissance, detailed	
Saenredam	Pieter Jansz	Pieter Jansz Saenredam	renaissance, detailed	
Safdie	Moshe	Moshe Safdie
Sage	Amanda	Amanda Sage	psychedelic, vibrant, colorful, detailed	
Sage	Kay	Kay Sage	surrealism, monochromatic, angular,	
Saintclair	Apollonia	Apollonia Saintclair	monochromatic, high contrast, nudity	
Sajedi	Afarin	Afarin Sajedi
Saliot	Thomas	Thomas Saliot	portrait, pop art	
Salminen	John	John Salminen	watercolor, detailed, streetscape	
Samnee	Chris	Chris Samnee
Samori	Nicola	Nicola Samori	dark, portrait, sculpture	
San Miguel	Okuda	Okuda San Miguel
Sander	August	August Sander	photography,	
Sandys	Frederick	Frederick Sandys
Sapiro	Maurice	Maurice Sapiro
Saraceno	Tomás	Tomás Saraceno
Saray	Rebeca	Rebeca Saray	digital, photography, portrait	
Sarazhin	Denis	Denis Sarazhin	realism, impressionism, detailed, character	
Sardax Sardax
Sargent	John Singer	John Singer Sargent	realism, impressionism, portrait, scene	
Sart	Tony	Tony Sart
Saryan	Martiros	Martiros Saryan	vibrant, impressionism, landscape	
Sasamoto	Masaaki	Masaaki Sasamoto	monochromatic, character, art nouveau,	
Sassen	Viviane	Viviane Sassen	photographer, melanin, vibrant	
Satrapi	Marjane	Marjane Satrapi	comics, high contrast,	
Saudek	Jan	Jan Saudek
Saville	Jenny	Jenny Saville
Saville	Peter	Peter Saville
Savrasov	Aleksey	Aleksey Savrasov
Savvas	Nike	Nike Savvas
Scarpa	Carlo	Carlo Scarpa
Scarry	Richard	Richard Scarry	children's illustration, vibrant, whimsical	
Schad	Christian	Christian Schad
Schalcken	Godfried	Godfried Schalcken
Schaller	Thomas W	Thomas W Schaller	impressionism, landscape, cityscape	
Schapiro	Miriam	Miriam Schapiro	abstract, vibrant, expressionist	
Scharf	Kenny	Kenny Scharf	colorful, vibrant, pop art, surrealism, psychedelic	
Schatz	Howard	Howard Schatz	photography, portrait, character, surrealism	
Schatzberg	Jerry	Jerry Schatzberg	photography, monochromatic, portrait, character	
Scheffer	Ary	Ary Scheffer	romanticism, portrait	
Schenck	August Friedrich	August Friedrich Schenck
Scher	Paula	Paula Scher
Scherer	Kees	Kees Scherer
Schiele	Egon	Egon Schiele	expressionism, art nouveau, impressionism, symbolism, character	
Schikaneder	Jakub	Jakub Schikaneder
Schinkel	Karl Friedrich	Karl Friedrich Schinkel
Schjerfbeck	Helene	Helene Schjerfbeck	portrait, realism, expressionism	
Schlemmer	Oskar	Oskar Schlemmer
Schloe	Christian	Christian Schloe	surrealism, romanticism, portrait	
Schmid	Richard	Richard Schmid
Schmidt-Rottluff	Karl	Karl Schmidt-Rottluff	expressionism, vibrant	
Schnabel	Julian	Julian Schnabel
Schongauer	Martin	Martin Schongauer
Schoonhoven	Johannes Jan	Johannes Jan Schoonhoven
Schorr	Todd	Todd Schorr	pop art, surrealism, detailed,	
Schuiten	Francois	Francois Schuiten
Schulz	Charles	Charles Schulz	comics, cartoon	
Schutz	Dana	Dana Schutz
Schwabe	Carlos	Carlos Schwabe	symbolism, detailed, scene	
Schwitters	Kurt	Kurt Schwitters
Scully	Sean	Sean Scully	abstract, angular	
Sculthorpe	Peter	Peter Sculthorpe	landscape, architecture,	
Seago	Edward	Edward Seago
Searle	Ronald	Ronald Searle
Sears	Bart	Bart Sears
Seaut	Cedric	Cedric SeautKeos Masons
Sedgley	Peter	Peter Sedgley
Sedlacek	Franz	Franz Sedlacek	dark, symbolism, landscape	
Sedlar	Janek	Janek Sedlar	photography, landscape, nature	
Segal	George	George Segal
Segantini	Giovanni	Giovanni Segantini
Seignac	Guillaume	Guillaume Seignac
Selbach	Victoria	Victoria Selbach
Seliger	Mark	Mark Seliger	photography,	
Semenov	Anton	Anton Semenov	dark, detailed, surrealism, horror	
Sendak	Maurice	Maurice Sendak	whimsical, children's illustration, scene	
Serebriakova	Zinaida	Zinaida Serebriakova	portrait, realism, 	
Serov	Valentin	Valentin Serov	portrait, impressionism, art nouveau	
Seurat	Georges	Georges Seurat	impressionism, low-contrast, landscape, scene	
Seuss	Dr.	Dr. Seuss	cartoon, whimsical, children's illustration	
Seveso	Alberto	Alberto Seveso
Shaden	Brooke	Brooke Shaden	dark, photography, magic realism,	
Shahn	Ben	Ben Shahn	expressionism, figurativism, scene	
Shainblum	Michael	Michael Shainblum
Shapcott	Michael	Michael Shapcott
Sharp	Dorothea	Dorothea Sharp
Sharp	Liam	Liam Sharp
Shatseva	Tanya	Tanya Shatseva
Shau	Natalie	Natalie Shau	surrealism, digital, character	
Shaw	Barclay	Barclay Shaw	sci-fi, dark, angular, detailed	
Shawcross	Conrad	Conrad Shawcross
Sheeler	Charles	Charles Sheeler
Shek	Chung	Chung Shek
Shepard	E. H.	E. H. Shepard	whimsical, children's illustration, watercolor	
Sherman	Cindy	Cindy Sherman	photography, portrait	
Shields	Tyler	Tyler Shields	photography, fashion,	
Shimamoto	Shozo	Shozo Shimamoto
Shimizu	Yuko	Yuko Shimizu
Shimoda	Hikari	Hikari Shimoda	anime, manga, colorful, portrait	
Shinkai	Makoto	Makoto Shinkai	landscape, anime, digital	
Shinkawa	Yoji	Yoji Shinkawa	character, comics, monochromatic, messy, high contrast	
Shinkhai	Makoto	Makoto Shinkhai
Shinn	Everett	Everett Shinn
Shinoyama	Kishin	Kishin Shinoyama
Shiota	Chiharu	Chiharu Shiota	vibrant, installation, messy, low contrast	
Shirow	Masamune	Masamune Shirow	anime, cartoon, manga, comics, character, fantasy, sci-fi	
Shishkin	Ivan	Ivan Shishkin	landscape, realism	
Shoen	Uemura	Uemura Shoen	ukiyo-e	
Shonibare	Yinka	Yinka Shonibare
Shore	Stephen	Stephen Shore	photography, landscape, streetscape, cityscape	
Shumate	Tim	Tim Shumate	portrait, whimsical, cartoon	
Shuplyak	Oleg	Oleg Shuplyak
Shuster	Joe	Joe Shuster	comics, character,	
Shwedoff	Yuri	Yuri Shwedoff
Sibthorp	Fletcher	Fletcher Sibthorp
Sickert	Walter	Walter Sickert
Sidibé	Malick	Malick Sidibé	photography,	
Sieff	Jeanloup	Jeanloup Sieff	photography, monochromatic, landscape, portrait, fashion	
Siegel	Jerry	Jerry Siegel	comics, character,	
Sienkiewicz	Bill	Bill Sienkiewicz	abstract, expressionism, vibrant	
Sillman	Amy	Amy Sillman	abstract, figurativism, expressionism	
Silvestri	Marc	Marc Silvestri	comics, character,	
Sime	Sidney	Sidney Sime
Simion	Felicia	Felicia Simion
Simone	Gail	Gail Simone
Simonetti	Marc	Marc Simonetti	landscape, digital, fantasy, dark	
Simpson	Jeff	Jeff Simpson
Sims	David	David Sims
Singer	Andy	Andy Singer
Siswanto	Rudy	Rudy Siswanto
Skoglund	Sandy	Sandy Skoglund	installation, photography, surrealism, vibrant	
Slaby	Reylia	Reylia Slaby	photography, magic realism	
Sloan	John French	John French Sloan	realism, scene	
Sloan	Kevin	Kevin Sloan	birds, nature, magic realism	
Smilde	Berndnaut	Berndnaut Smilde	cloudscape, installation, scene	
Smith	Adrian	Adrian Smith	dark, fantasy, digital, character	
Smith	Barry Windsor	Barry Windsor Smith	comics, detailed	
Smith	Douglas	Douglas Smith	monochromatic, detailed	
Smith	Grace Cossington	Grace Cossington Smith	impressionism, scene	
Smith	Jeffrey	Jeffrey Smith	digital, surrealism, landscape, magic realism, cloudscape	
Smith	Jessie Willcox	Jessie Willcox Smith	romanticism, impressionism, art nouveau, scene	
Smith	Kiki	Kiki Smith
Smith	Pamela Colman	Pamela Colman Smith	symbolism, romanticism, watercolor	
Smith	W. Eugene	W. Eugene Smith
Smithson	Robert	Robert Smithson
Snyder	Zack	Zack Snyder	dark, fantasy,	
Snyders	Frans	Frans Snyders
Sobas	Marcin	Marcin Sobas
Soejima	Shigenori	Shigenori Soejima	anime, character	
Sokolsky	Melvin	Melvin Sokolsky	photography,	
Solomon	Simeon	Simeon Solomon	romanticism, portrait	
Sorayama	Hajime	Hajime Sorayama	character, sci-fi	
Sorolla	Joaquín	Joaquín Sorolla	impressionism, luminism, portrait, landscape	
Sottsass	Ettore	Ettore Sottsass	colorful, photography, art deco	
Soudain	Annie	Annie Soudain	landscape, nature	
Soutine	Chaïm	Chaïm Soutine	expressionism,	
Souto	Arturo	Arturo Souto
Sowa	Michael	Michael Sowa	landscape, still life, surrealism, low contrast	
Soyer	Moses	Moses Soyer
Soyer	Raphael	Raphael Soyer
Spare	Austin Osman	Austin Osman Spare	monochromatic, surrealism, symbolism	
Sparth Sparth	digital, fantasy, sci-fi, landscape	
Spencelayh	Charles	Charles Spencelayh	scene, romanticism	
Spiegelman	Art	Art Spiegelman	cartoon, comics,	
Spitzweg	Carl	Carl Spitzweg	scene, romanticism	
Spoor	Nathan	Nathan Spoor	pop art, surrealism	
Spriggs	David	David Spriggs	installation, photography	
Stalenhag	Simon	Simon Stalenhag	landscape, digital, sci-fi	
Stanhope	John Roddam Spencer	John Roddam Spencer Stanhope
Steadman	Ralph	Ralph Steadman	high contrast, messy, cartoon	
Steer	Philip Wilson	Philip Wilson Steer	landscape, seascape, portrait, impressionist	
Stefanescu	George	George Stefanescu
Stegman	Ryan	Ryan Stegman	comics,	
Steichen	Edward	Edward Steichen	photography, monochromatic, dark	
Steig	William	William Steig	children's illustration, watercolor	
Stein	Fred	Fred Stein
Stein	Harvey	Harvey Stein	photography,	
Steinberg	Saul	Saul Steinberg
Steinlen	Théophile	Théophile Steinlen
Steinmetz	Mark	Mark Steinmetz	photography,	
Stelfreeze	Brian	Brian Stelfreeze	comics, vibrant, character, portrait	
Stella	Frank	Frank Stella	angular, abstract, expressionism, vibrant, cubism	
Stella	Joseph	Joseph Stella	angular, abstract, expressionism, vibrant, cubism	
Stern	Bert	Bert Stern	photography,	
Stern	Grete	Grete Stern	photography,	
Stern	Irma	Irma Stern	melanin, expressionism, portrait	
Sternfeld	Joel	Joel Sternfeld	photography, landscape, scene	
Sterrett	Virginia Frances	Virginia Frances Sterrett	art nouveau	
Stettner	Louis	Louis Stettner	photography,	
Stevens	Dave	Dave Stevens
Stevenson	ND	ND Stevenson	comics, character, cartoon	
Still	Clyfford	Clyfford Still
Stillman	Marie Spartali	Marie Spartali Stillman	detailed, romanticism, portrait, scene	
Stivers	Robert	Robert Stivers	photography, dark, monochromatic	
Stock	Dennis	Dennis Stock	photography,	
Stokes	Anne	Anne Stokes	fantasy, dark, character	
Stokes	Marianne	Marianne Stokes
Stokoe	James	James Stokoe	comics, detailed	
Stoller	Ezra	Ezra Stoller
Stookey	Ann	Ann Stookey	landscape, cityscape, whimsical	
Storch	Sally	Sally Storch
Stout	William	William Stout	detailed, dark, fantasy	
Strand	Paul	Paul Strand	photography, monochromatic	
Stranka	Martin	Martin Stranka
Streeton	Arthur	Arthur Streeton	landscape, impressionism	
Strid	Linnea	Linnea Strid	portrait, photography	
Strino	Gianni	Gianni Strino
Strozzi	Bernardo	Bernardo Strozzi
Strudwick	John Melhuish	John Melhuish Strudwick
Struzan	Drew	Drew Struzan	portrait, fantasy, sci-fi	
Stubbs	George	George Stubbs	romanticism, animals, landscape	
Suarez	Tatiana	Tatiana Suarez	pop art, surrealism, portrait	
Sugimori	Ken	Ken Sugimori	anime, manga, watercolor, cartoon	
Sugimoto	Hiroshi	Hiroshi Sugimoto	photography, monochromatic,	
Sultan	Larry	Larry Sultan	photography, scene	
Sum	Brian	Brian Sum	sci-fi, digital, character	
Suschitzky	Wolfgang	Wolfgang Suschitzky
Sutherland	Graham	Graham Sutherland	abstract, landscape, expressionism	
Sutkus	Antanas	Antanas Sutkus	photography,	
Suuronen	Matti	Matti Suuronen	architecture, photography, sci-fi	
Swanland	Raymond	Raymond Swanland	fantasy, digital, dark	
Sweerts	Michael	Michael Sweerts
Swinstead	George Hillyard	George Hillyard Swinstead
Swynnerton	Annie	Annie Swynnerton	portrait, symbolism	
Sze	Sarah	Sarah Sze
Szukalski	Stanisław	Stanisław Szukalski	sculpture, art deco, monochromatic, expressionism, surrealism	
Takahashi	Rumiko	Rumiko Takahashi	anime, manga	
Takamatsu	Kazuki	Kazuki Takamatsu
Takenaga	Barbara	Barbara Takenaga
Takeuchi	Naoko	Naoko Takeuchi	anime, manga	
Tamaki	Jillian	Jillian Tamaki	comics,	
Tamayo	Rufino	Rufino Tamayo	surrealism, cubism, abstract	
Tan	Shaun	Shaun Tan	surrealism, whimsical, low contrast	
Tanguy	Yves	Yves Tanguy	surrealism	
Tanner	Henry Ossawa	Henry Ossawa Tanner	realism, landscape, scene	
Tanning	Dorothea	Dorothea Tanning	surrealism	
Tarbell	Edmund	Edmund Tarbell
Tardi	Jacques	Jacques Tardi	comics, dark	
Taro	Gerda	Gerda Taro	photography, monochromatic	
Tarrant	Percy	Percy Tarrant
Tartakovsky	Genndy	Genndy Tartakovsky	cartoon, vibrant	
Tatlin	Vladimir	Vladimir Tatlin
Tavernier	Jules	Jules Tavernier
Taylor	Jason deCaires	Jason deCaires Taylor
teamLab teamLab	vibrant, colorful, installation, light	
Teasdale	Malcolm	Malcolm Teasdale
Telgemeier	Raina	Raina Telgemeier	cartoon	
Teller	Juergen	Juergen Teller	photography, scene	
Templesmith	Ben	Ben Templesmith	dark, comics, messy	
Teniers the Younger	David	David Teniers the Younger	baroque, scene	
Tenniel	John	John Tenniel	detailed, children's illustrator,	
ter Borch	Gerard	Gerard ter Borch	baroque, scene	
ter Brugghen	Hendrick	Hendrick ter Brugghen
Terpning	Howard	Howard Terpning
Testino	Mario	Mario Testino	fashion, photography	
Tezuka	Osamu	Osamu Tezuka	cartoon, anime	
Thaulow	Frits	Frits Thaulow	impressionism, landscape	
Thayer	Abbott Handerson	Abbott Handerson Thayer	portrait, symbolism, romanticism	
theCHAMBA theCHAMBA	cartoon, character, anime	
Theurer	Heather	Heather Theurer	fantasy, romanticism, renaissance	
Thiebaud	Wayne	Wayne Thiebaud	pop art, figurativism	
Thieme	Anthony	Anthony Thieme	impressionism, landscape, streetscape, seascape	
Thole	Karel	Karel Thole	surrealism, dark, sci-fi, horror	
Thoma	Hans	Hans Thoma	symbolism, realism, landscape, scene	
Thomas	Alma Woodsey	Alma Woodsey Thomas
Thomas	Mickalene	Mickalene Thomas	melanin, colorful, collage, pop art	
Thomson	Tom	Tom Thomson	expressionism, art nouveau, impressionism, landscape	
Thorburn	Archibald	Archibald Thorburn	nature, watercolor, birds	
Thorgerson	Storm	Storm Thorgerson	surrealism, photography, colorful	
Thorne	Frank	Frank Thorne
Tice	George	George Tice	photography, monochromatic, landscape, cityscape	
Tichenor	Bridget Bate	Bridget Bate Tichenor	surrealism, magic realism	
Tichý	Miroslav	Miroslav Tichý	photography,	
Tiepolo	Giovanni Battista	Giovanni Battista Tiepolo
Tiepolo	Giovanni Domenico	Giovanni Domenico Tiepolo
Tiffany	Louis Comfort	Louis Comfort Tiffany	stained glass, art nouveau	
Timlin	William	William Timlin
Timm	Bruce	Bruce Timm	cartoon, high contrast	
Tindle	David	David Tindle
Tintoretto Tintoretto	dark, renaissance	
Tissot	James	James Tissot	impressionism, realism, scene	
Titian Titian	renaissance, dark	
Tito	Ettore	Ettore Tito	realism, symbolism, seascape, scene, cityscape	
Tocchini	Greg	Greg Tocchini
Toft	Sam	Sam Toft
Tom of Finland Tom of Finland	monochromatic, comics, cartoon	
Tomaselli	Fred	Fred Tomaselli
Tomine	Adrian	Adrian Tomine	comics, clean	
Tomino	Yoshiyuki	Yoshiyuki Tomino	anime	
Tooker	George	George Tooker	surrealism, magic realism, scene	
Toorop	Jan	Jan Toorop
Topor	Roland	Roland Topor
Toppi	Sergio	Sergio Toppi
Toriyama	Akira	Akira Toriyama	manga, anime, character	
Toth	Alex	Alex Toth	cartoon, comics, high contrast	
Toth	Emerico Imre	Emerico Imre Toth
Toulmouche	Auguste	Auguste Toulmouche
Toussaint	Fernand	Fernand Toussaint	impressionism, cityscape, art nouveau, still-life	
Tran	Ross	Ross Tran	portrait, digital	
Traquair	Phoebe Anna	Phoebe Anna Traquair	art nouveau, colorful	
Traylor	Bill	Bill Traylor
Treacy	Philip	Philip Treacy	hats, portrait, photography	
Tremblay	Claudia	Claudia Tremblay
Tresoldi	Edoardo	Edoardo Tresoldi
Tress	Arthur	Arthur Tress
Trimpe	Herb	Herb Trimpe
Trotter	Kathryn Morris	Kathryn Morris Trotter	impressionism, figurativism	
Truitt	Anne	Anne Truitt	sculpture, abstract	
Trumbull	John	John Trumbull
Tsang	Johnson	Johnson Tsang
Tuke	Henry Scott	Henry Scott Tuke
Tunick	Spencer	Spencer Tunick
Tunnicliffe	Charles	Charles Tunnicliffe
Turbeville	Deborah	Deborah Turbeville	photography,	
Turner	J.M.W.	J.M.W. Turner	romanticism, landscape, seascape	
Turner	Pete	Pete Turner	photography, vibrant, colorful, abstract	
Turner	William	William Turner
Turrell	James	James Turrell	light, vibrant, installation	
Tuttle	Richard	Richard Tuttle
Tutwiler	David	David Tutwiler
Twachtman	John Henry	John Henry Twachtman
Tydeman	Naomi	Naomi Tydeman
Uccello	Paolo	Paolo Uccello	renaissance	
Uglow	Euan	Euan Uglow	still life, portrait, figurativism	
Uhlig	Daniela	Daniela Uhlig	digital, portrait, character	
Uminga	Chris	Chris Uminga	cartoon, dark	
Uno	Aquirax	Aquirax Uno	fantasy, vibrant, collage, portrait	
Urasawa	Naoki	Naoki Urasawa	comics, manga	
Urschel	Jan	Jan Urschel	dark, digital, landscape, sci-fi	
Ury	Lesser	Lesser Ury	impressionism, streetscape, cityscape	
Utamaro	Kitagawa	Kitagawa Utamaro	ukiyo-e	
Utrillo	Maurice	Maurice Utrillo	impressionism, streetscape	
Vacher	Christophe	Christophe Vacher	cloudscape, landscape, fantasy, magic realism	
Valadon	Suzanne	Suzanne Valadon
Valdi	Thiago	Thiago Valdi
Vallejo	Boris	Boris Vallejo
Vallotton	Felix	Felix Vallotton
Valls	Dino	Dino Valls
Valluzzi	Regina	Regina Valluzzi
Valsecchi	Olivier	Olivier Valsecchi
Valtat	Louis	Louis Valtat	fauvism,	
van Aelst	Willem	Willem van Aelst
Van Allsburg	Chris	Chris Van Allsburg
van Asch	Pieter-Jansz	Pieter-Jansz van Asch
van Baarle	Lois	Lois van Baarle	digital, character	Loish
van Bloemen	Jan Frans	Jan Frans van Bloemen
van de Velde	Esaias	Esaias van de Velde
Van de Woestijne	Gustave	Gustave Van de Woestijne
Van den Berghe	Frits	Frits Van den Berghe
van der Rohe	Ludwig Mies	Ludwig Mies van der Rohe
van der Weyden	Rogier	Rogier van der Weyden
van Doesburg	Theo	Theo van Doesburg
van Dongen	Kees	Kees van Dongen	fauvism, portrait	
van Dyck	Anthony	Anthony van Dyck
van Eyck	Jan	Jan van Eyck
van Gogh	Vincent	Vincent van Gogh	impressionism, pointillism	
van Goyen	Jan	Jan van Goyen	landscape, baroque	
van Haecht	Willem	Willem van Haecht
van Helten	Guido	Guido van Helten	street art, portrait	
van Herpen	Iris	Iris van Herpen	fashion, photography	
van Honthorst	Gerard	Gerard van Honthorst
van Hoogstraten	Samuel	Samuel van Hoogstraten
Van Hove	Francine	Francine Van Hove	portrait, realism, scene, nudity	
van Kessel the Elder	Jan	Jan van Kessel the Elder
van Ostade	Adriaen	Adriaen van Ostade
van Ray	Amandine	Amandine van Ray
van Rijn	Rembrandt	Rembrandt van Rijn	realism, baroque, scene, portrait	
van Ruisdael	Jacob	Jacob van Ruisdael	baroque, landscape, dark, romanticism	
van Ruysdael	Salomon	Salomon van Ruysdael
van Rysselberghe	Theo	Theo van Rysselberghe	impressionism, landscape, scene, portrait	
Van Sciver	Ethan	Ethan Van Sciver	comics, character	
van Scorel	Jan	Jan van Scorel
van Utrecht	Adriaen	Adriaen van Utrecht
van Verendael	Nicolaes	Nicolaes van Verendael
van Wieck	Nigel	Nigel van Wieck
Vandervell	Rupert	Rupert Vandervell
Varo	Remedios	Remedios Varo	surrealism, low contrast, detailed	
Vasarely	Victor	Victor Vasarely
Vasari	Giorgio	Giorgio Vasari
Vasconcelos	Joana	Joana Vasconcelos
Vasnetsov	Apollinary	Apollinary Vasnetsov
Vasnetsov	Viktor	Viktor Vasnetsov
Vasquez	Jhonen	Jhonen Vasquez
Vaughan	Brian K.	Brian K. Vaughan	comics	
Veasey	Nick	Nick Veasey
Vedder	Elihu	Elihu Vedder
Veeber	Kuno	Kuno Veeber	expressionism, cubism	
Veith	Eduard	Eduard Veith
Velázquez	Diego	Diego Velázquez	baroque, scene	
Venanzi	Giovanni Battista	Giovanni Battista Venanzi
Ventrue	Eve	Eve Ventrue	digital, dark, character	
Vereshchagin	Vasily	Vasily Vereshchagin
Vermeer	Johannes	Johannes Vermeer
Vernet	Horace	Horace Vernet
Veronese	Paolo	Paolo Veronese
Vesalius	Andreas	Andreas Vesalius
Vess	Charles	Charles Vess	fantasy, comics	
Vettriano	Jack	Jack Vettriano
Viertel	Gabriele	Gabriele Viertel
Vigée Le Brun	Élisabeth	Élisabeth Vigée Le Brun
Villeneuve	Magali	Magali Villeneuve
Villon	Jacques	Jacques Villon
Vilstrup	Signe	Signe Vilstrup
Viola	Bill	Bill Viola
Vishniac	Roman	Roman Vishniac
Viveros	Brian M.	Brian M. Viveros	digital, portrait	
Võ	Danh	Danh Võ
Vogelsang	Elke	Elke Vogelsang
von Guerard	Eugene	Eugene von Guerard
von Heyl	Charline	Charline von Heyl
von Jawlensky	Alexej	Alexej von Jawlensky	expressionism, vibrant, portrait, colorful	
von Max	Gabriel	Gabriel von Max
von Rydingsvard	Ursula	Ursula von Rydingsvard
von Unwerth	Ellen	Ellen von Unwerth
von Werefkin	Marianne	Marianne von Werefkin
Vonnoh	Robert	Robert Vonnoh
Voss	Johannes	Johannes Voss
Vouet	Simon	Simon Vouet
Voysey	CFA	CFA Voysey
Vroom	Hendrick Cornelisz	Hendrick Cornelisz Vroom
Vrubel	Mikhail	Mikhail Vrubel	art nouveau, symbolism	
Vuillard	Édouard	Édouard Vuillard
Wadsworth	Edward	Edward Wadsworth
Wain	Louis	Louis Wain	psychedelic, children's illustration, animals	
Walala	Camille	Camille Walala
Walker	David	David Walker
Walker	Kara	Kara Walker
Walker	Nick	Nick Walker
Walker	Tim	Tim Walker
Wall	Jeff	Jeff Wall
Wall	Josephine	Josephine Wall	psychedelic, detailed, colorful, vibrant	
Wallis	Eric	Eric Wallis
Wallis	Karen	Karen Wallis
Walotsky	Ron	Ron Walotsky	sci-fi, fantasy,	
Walpoth	Bruno	Bruno Walpoth
Ward	Bill	Bill Ward	nudity, cartoon	
Ward	Lynd	Lynd Ward
Ward	Pendleton	Pendleton Ward
Wardle	Arthur	Arthur Wardle
Ware	Chris	Chris Ware	cartoon, comics	
Warhol	Andy	Andy Warhol	pop art, vibrant, portrait	
Waterhouse	John William	John William Waterhouse	romanticism, portrait, scene	
Watkiss	John	John Watkiss	impressionism, dark, romanticism, art nouveau	
Watrous	Harry	Harry Watrous	scene, still life, art nouveau	
Watteau	Jean-Antoine	Jean-Antoine Watteau
Watterson	Bill	Bill Watterson
Watts	George Frederic	George Frederic Watts	dark, portrait	
Watts	James Thomas	James Thomas Watts
Waugh	Frederick Judd	Frederick Judd Waugh	seascape, landscape	
Weber	Max	Max Weber
Webster	Walter Ernest	Walter Ernest Webster
Weeks	Edwin Lord	Edwin Lord Weeks
Weems	Carrie Mae	Carrie Mae Weems	photography,	
Wegener	Gerda	Gerda Wegener
Wegman	William	William Wegman	photography, dogs	
Wei	Li	Li Wei
Weiner	Lawrence	Lawrence Weiner
Weldon	Casey	Casey Weldon	pop art, surrealism, detailed	
Welker	David	David Welker
Welliver	Neil	Neil Welliver
Welz-Stein	Catrin	Catrin Welz-Stein	portrait, whimsical, surrealism	
Wenders	Wim	Wim Wenders
Wendt	William	William Wendt
Wenner	Kurt	Kurt Wenner
Wesely	Michael	Michael Wesely
Wesselmann	Tom	Tom Wesselmann
Wessing	Taylor	Taylor Wessing
West	Franz	Franz West
Weston	Brett	Brett Weston
Weston	Edward	Edward Weston	photography, monochromatic, still life	
Westwood	Vivienne	Vivienne Westwood
Wetter	Oliver	Oliver Wetter
Whalen	Tom	Tom Whalen
Whatson	Martin	Martin Whatson
